name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description
Platinum Epoxy,http://platinum-epoxy.com/,ChIJT7Hqee7L3okRMxEzJbKX39A,New York,NY,ok,(315) 868-6211; (843) 353-7174,mbrewer@platinumphs.com; stonesettersne@gmail.com,commercial; concrete_polish; epoxy_flake; epoxy_solid; metallic_epoxy; polyaspartic; polyurea; residential,Commercial Flooring; Garage Flooring; Polished Concrete; Residential Flooring,"Chart Gallery Locations Newport, NY; Marcy, NY","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/profile.php?id=61566990968913"", ""instagram"": ""https://www.instagram.com/platinumepoxy315/""}",True,True,Platinum Floor Coatings | Trusted Epoxy Floors in NY,"Get expert epoxy flooring in NY with Platinum Floor Coatings. Durable, stylish, and perfect for homes, garages, and businesses. Request a quote today!"
Manhattan Epoxy Co.,https://manhattanepoxyco.com/,ChIJ52qLCRhawokRWwEdmj_NC6U,New York,NY,ok,(212) 573-8023,,commercial; concrete_polish; concrete_stain; epoxy_flake; residential,Acid Stain Concrete; And more Staten Island polished concrete services.; And more daily flooring solutions.; Brooklyn Epoxy Flooring; Brooklyn Polished Concrete Services; Commercial Concrete Polishing; Concrete Inlays; Concrete Overlays; Decorative Concrete; Do You Have A Epoxy Flooring Project We Can Help With?; Durable Scratch-Resistant Floors; Epoxy Floor Coatings; How Do You Make Polished Concrete?; Hypoallergenic Flooring; Low-Gloss Floors; Manhattan Epoxy Flooring; Manhattan Polished Concrete Services; Queens Epoxy Flooring; Queens Polished Concrete Services; Retail Polished Concrete; Stained Concrete; Staten Island Epoxy Flooring; Staten Island Polished Concrete Services; Staten Island Polished Concrete Services & More; The Best Staten Island Polished Concrete Services Near Me; The Bronx Epoxy Flooring; The Bronx Polished Concrete Services,"New York, NY","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}",{},False,True,New York Epoxy Flooring | New York Stained Concrete | Manhattan Epoxy,"Manhattan Epoxy Co. is a leading supplier of epoxy, polyurethane and concrete resin flooring solutions in the greater New York and Manhattan areas."
NY Epoxy & Overlay Supply,https://nyepoxyoverlay.com/,ChIJq6rq0qw36IkReHcdLb9TAqA,New York,NY,ok,,,,Contact | NY Epoxy & Overlay Supply,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,False,NY Epoxy & Overlay Supply,"The ultimate app for professional epoxy flooring installation services, contractor training, and equipment supply. Get inspired, get trained, and get equipped with New York's leading experts."
Timeless Concrete Coatings Inc,https://timelessconcretecoatings.com/,ChIJs75iWINF6IkR8_V2aQTsN8M,New York,NY,ok,(631) 696-8086; (631) 375-3307,salesleads@garagefloorcoating.com,commercial; polyaspartic; polyurea; residential,A Proper Way to Apply Concrete Coatings; Coating Systems; Commercial Epoxy Floor; Epoxy Floor Installation; Epoxy Flooring Calverton NY; Epoxy Flooring Center Moriches NY; Epoxy Flooring Commack NY; Epoxy Flooring Deer Park NY; Epoxy Flooring East Moriches NY; Epoxy Flooring Hauppauge NY; Epoxy Flooring Islip NY; Epoxy Flooring Manorville NY; Epoxy Flooring Medford NY; Epoxy Flooring Patchogue NY; Epoxy Flooring Port Jefferson NY; Epoxy Flooring Riverhead NY; Epoxy Flooring Ronkonkoma NY; Epoxy Flooring Sayville NY; Epoxy Flooring Shirley NY; Epoxy Flooring Shoreham NY; Epoxy Flooring Smithtown NY; Epoxy Flooring Southampton NY; Epoxy Flooring Suffolk County NY; Epoxy Flooring Wading River NY; Epoxy Flooring Yaphank NY; Garage Epoxy Floor; Industrial Epoxy Floor; Polyurea vs Polyaspartic; Residential Epoxy Floor,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/people/Timeless-Concrete-Coatings-Inc/61550778531608/"", ""youtube"": ""https://www.youtube.com/channel/UC0bYWjGklsYQ9ESY6QQpYPQ""}",True,True,Epoxy Flooring - Timeless Concrete Coatings,"Tired of looking at your ugly concrete? Have us install a professional epoxy flooring, call us now to schedule your FREE estimate!"
A to Z Epoxy Flooring NY,https://atozepoxyflooring.com/new-york/port-chester/?utm_source=google&utm_medium=gmb&utm_campaign=portchester,ChIJ5d6FuwLLa4URDY3R4NtTDZI,New York,NY,ok,(203) 717-4861; (914) 246-5922,info@atozepoxyflooring.com,commercial; concrete_polish; polyaspartic; pool_deck; residential,Concrete Polishing; Get a Free Quote for Your Flooring Project; Polyaspartic Coating,"Port Chester, NY; White Plains, NY","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 15}",{},True,True,Durable Epoxy Flooring in Port Chester – Get a Free Quote,"Transform your space with premium epoxy flooring in Port Chester. Affordable rates, quality service – contact me today for a free quote!"
Nuflorz Commercial Epoxy Flooring,https://nuflorz.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,ChIJ7yxMbz6M2YkRCqH0o7k_NY8,New York,NY,unreachable,,,,,,{},{},False,False,,
Titan Epoxy Flooring,http://www.titanepoxyflooring.com/,ChIJ9X3V8gAb04kRxbmSas8Kq_E,New York,NY,ok,(716) 220-5314,bruce@titanepoxyflooring.com; filler@godaddy.com,epoxy_flake; polyaspartic; pool_deck; residential,"Basement Floor 2,000 sqft; Better Chemistry #48 hour -garage floor; Flake Floor Color Options; New Floor Care Guide; Restaurant Floor",,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/513152222350321"", ""instagram"": ""https://www.instagram.com/titanepoxyflooring""}",False,True,"Titan Epoxy Flooring is Western New York's cold-climate epoxy specialist - delivering industrial-grade floors engineered for Buffalo winters intense freeze-thaw cycle, installed with precision, and ba","Titan Epoxy Floooring is the Buffalo-born, performance-driven coating company built for homeowners and businesses who refuse to gamble on cheap kits, untrained installers, or contractors who treat epoxy as a side job."
Garage Floor Coatings Rochester NY,https://garagefloorcoatingrochester.com/,ChIJrTTvZgdzl6IR5ZKvdQTzgho,New York,NY,ok,(585) 880-2481,teresa@gfcsystems.com,polyaspartic; polyurea; pool_deck; residential,Basement Floor Coatings; Coating Systems; Commercial Floor Coatings; Concrete Patio Coatings; Concrete Step Coatings; Epoxy Garage Floor Coating; Fairport Garage Floor; Industrial Floor Coatings; North Chili Garage Floor; Polyaspartic Floor Coating; Polyurea-Polyaspartics: An Achilles Heel; Pool Deck Coatings; Rochester Concrete Steps; THE UNFLATTERING TRUTH ABOUT “1-DAY ” COATING SYSTEMS; What are Polyurea and Polyaspartic Coatings,"Fairport, NY; Rochester, NY","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/garagefloorcoatingsrochester"", ""youtube"": ""https://www.youtube.com/channel/UC0bYWjGklsYQ9ESY6QQpYPQ""}",True,True,Garage Floor Coatings Rochester NY | Epoxy & Polyaspartic Floors,"Epoxy & polyaspartic garage floor coating in Rochester NY. 35+ mil systems, moisture-resistant warranty, durable finishes. Free estimates, call today."
EDDY EPOXY INC,https://eddyepoxyfloorfinished.com/,ChIJw6x09jpjwokRhD4bgjAvpJQ,New York,NY,ok,(516) 710-0903,,residential,About Us epoxy floor; Eddy epoxy floor finished,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/1025041964304906"", ""instagram"": ""https://www.instagram.com/eddyepoxyfloorfinished""}",False,True,"Eddy epoxy floor finishe - Epoxy, Floor",Eddy epoxy floor finishe in Long Isl Eddy epoxy floor finishe in Long Island and NYC
DUOMIT Flooring Inc,https://duomit.com/,ChIJQ0CcCoqzw4kRLg0JUgr5NG4,New York,NY,ok,(941) 374-2246; (929) 434-6776,,concrete_polish; concrete_repair; concrete_stain; epoxy_flake; metallic_epoxy; polyaspartic; residential,3D Flooring; Brewery Flooring; Cannabis Flooring; Coatings Coverage; Concrete Floor Grind and Seal; Concrete Grinding; Dairy Flooring; Deck Coatings; Decorative Concrete; Decorative ConcreteTextured ConcreteDriveway Resurfacing; Dur-A-Flex Floor; Epoxy Flake Floor for a Stunning Finish; Epoxy Flakes; Epoxy Floor Contractors in NYC You Can Trust; Epoxy Flooring; Epoxy Terrazzo; Floor Solutions; Floor Surveying; Flooring Contractors Near Me; Floors; Glitter Epoxy; Glitter Epoxy Floor; Gym Flooring; Hardwood Flooring; Healthcare Flooring; Kennel Flooring; Kitchen Flooring; Kitchen FlooringDur-A-Flex FloorFood Processing; Metallic Epoxy; Polished Concrete; Polyaspartic Coating; Retail Flooring; Sealed Concrete; Self-Leveling Concrete as a Finished Floor?; Self-Leveling Floor; Stained Concrete; Textured Concrete; The Ultimate Flooring Solution for NYC Business Owners; Traffic Coatings; Traffic CoatingsDeck CoatingsTremco Coatings; Tremco Coatings,"Brooklyn, NY","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,True,Concrete Polishers: Transforming Retail and Industrial Floors,Looking for durable flooring? Concrete Polishers by DUOMIT provide low-maintenance options for retail and industrial environments.
USA EPOXY FLOORS,http://usaepoxyfloor.com/,ChIJjb8o7WQ33YkR0GJTCLx6Sc0,New York,NY,ok,(845) 218-0057; (845) 464-2539,usaepoxyfloors@outlook.com,commercial; concrete_polish; metallic_epoxy; residential,Commercial Epoxy Flooring; Epoxy Flooring Services; Epoxy Floors inhopewell junction; Garage Epoxy Flooring; Industrial Epoxy Flooring; Metallic Epoxy Floors; Residential Epoxy Flooring; Stained and Polished Concrete; USA Epoxy Floors,"Amenia, NY; Ancram, NY; Ancramdale, NY; Arlington, NY; Ashley Falls, MA; Athens, NY; Austerlitz, NY; Balmville, NY; Bangall, NY; Beacon, NY; Bearsville, NY; Brinckerhoff, NY; Cairo, NY; Campbell Hall, NY; Canaan, CT; Carmel, NY; Catskill, NY; Chatham, NY; Claverack, NY; Clinton Corners, NY; Clintondale, NY; Cold Spring, NY; Columbiaville, NY; Copake, NY; Cornwall Bridge, CT; Cornwall on Hudson, NY; Cornwall, CT; Cornwall, NY; Coxsackie, NY; Craryville, NY; Dover Plains, NY; East Canaan, CT; Egremont, MA; Elizaville, NY; Epoxy Floors Hopewell Junction, NY; Floors Located in Fishkill, NY; Hopewell Junction, NY; Keyword in City, ST; List of Services Accord, NY; Salisbury Mills, NY","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 25}","{""facebook"": ""https://facebook.com/100457702381613"", ""instagram"": ""https://instagram.com/usaepoxyfloors""}",True,True,Floor Coatings | USA Epoxy Floors | Tri-State Area,"USA Epoxy Floors: Premier floor coatings in the Tri-State area. Family-owned, 20+ years experience. Free estimates within 48 hours. Transform your floors today!"
Rubber Stone New York,https://rubberstoneny.com/,ChIJ55e2JzSN2YkR9jwvDhMHRG8,New York,NY,blocked_by_robots,,,,,,{},{},False,False,,
Duraamen Industrial Coatings & Polished Concrete Flooring - NewYork City,https://nyc.duraamen.com/?utm_source=google+business+profile&utm_medium=local&utm_campaign=Newyork,ChIJQ38EwaRZwokRn3dNQHTEelk,New York,NY,unreachable,,,,,,{},{},False,False,,
Armor Flooring LLC,https://www.armorflooringlongisland.com/,ChIJA8k2EArxfIoRVpujoSG6HRo,New York,NY,ok,(631) 678-2200,armorflooringli@gmail.com,commercial; residential,,"Laurel, NY","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}","{""instagram"": ""https://www.instagram.com/armor_flooring_ny/""}",True,True,Epoxy Floors | Armor Flooring Long Island | New York,Provides Professional Epoxy Flooring Solutions on Long Island NY. Specializing in durable flooring for residential garages and basements as well as commercial warehouses. Call today!
Upstate Concrete Coatings,https://upstate1dayfloors.com/,ChIJecKnK5Pv2okRPMhqVNBqL7g,New York,NY,ok,(607) 779-8670; (315) 401-1830,sales@upstate1dayfloors.com,polyaspartic; polyurea,Upstate Concrete Coatings Gallery,"East Taft Road Syracuse, NY; Gates Rd Vestal, NY; Gates Road Vestal, NY","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/100469451361894"", ""instagram"": ""https://www.instagram.com/upstateconcretecoatings""}",True,True,Upstate Concrete Coatings,"Upgrade your concrete with Upstate Concrete Coatings for durable, beautiful, and long-lasting results. Serving Syracuse and Binghamton areas."
Hudson Epoxy Flooring LLC,https://hudsonepoxyflooring.com/,ChIJbYlMge5RwokRUCK4J6Qe7Vc,New York,NY,unreachable,,,,,,{},{},False,False,,
XPS Xpress - NYC Epoxy Floor Store,https://www.xpsnewyorkcity.com/?utm_campaign=gmb,ChIJS8KoCpv5wokRLnovRWqjQts,New York,NY,ok,(646) 846-0389,,concrete_polish; concrete_stain; countertops; epoxy_solid; polyurea,Concrete Cutting Blades Bits; Concrete Grinding Cup wheels; Concrete Supplies; Epoxy Aggregate; Epoxy Coatings; Epoxy Pigments; Epoxy Resin Supplies; Floor Demo - Surface Profiling; Protective Coatings; Why is the shipping charge for epoxy resin higher?,"NY, NJ","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://facebook.com/"", ""instagram"": ""http://instagram.com/"", ""linkedin"": ""http://linkedin.com/"", ""x"": ""https://twitter.com/"", ""youtube"": ""https://youtube.com/""}",False,True,Epoxy Floor Coatings & Supplies | XPS | NJ,Shop epoxy floor coatings & concrete polishing supplies. Get certified training & fast shipping. Contact us for your needs!
Polished Concrete Solution,https://www.polishedconcretesolution.com/,ChIJcYzl-fJbwokRRmREPtGQi6k,New York,NY,ok,(800) 538-1856; (855) 202-6791; (202) 880-0121,,concrete_polish,Epoxy Coating; Micro Topping Concrete; Polished Concrete Solution; Stained & Polished Concrete,,"{""licensed"": false, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 25}",{},True,True,Polished Concrete & Stained Solutions - Concrete Decorative Service,"PCS is a family-run, local business specializing in high-quality Concrete, marble ... Polished Concrete & Stained Solutions - Concrete Decorative Service"
Epoxy Plus Pro,https://www.epoxypluspro.com/,ChIJ59JUGO2Kc2sRCxn7EVdJf7g,New York,NY,ok,(347) 261-9808,sales@epoxypluspro.com,commercial; concrete_polish; concrete_stain; epoxy_flake; epoxy_solid; metallic_epoxy; polyaspartic; residential,"Conclusion: Transform Your Garage with Epoxy Plus Pro; Concrete Overlays; Concrete Resurfacing; Designer Metallic Epoxy; Durability:Epoxy creates a robust, seamless surface.; EPOXY FLAKE FLOOR; EPOXY PLUS PRO 363 Park Ave. Weehawken, NJ 07086; Elevate Your New Jersey Garage with Epoxy Plus Pro; GARAGE FLAKE FLOOR; Garage Floors; Low Maintenance:These floors are easy to keep clean.; NEW JERSEY GARAGE EPOXY FLAKE FLOOR; Sealed Concrete; The Decision for Durability: Why Choose Epoxy?; The Epoxy Flake Floor Advantage; The Epoxy Plus Pro Difference","Brooklyn, NY; FLOOR This Jersey City, NJ; GRIND AND SEAL This Newark, NJ; Long Island, NY; METALLIC EPOXY This Jersey City, NJ; METALLIC EPOXY This Paramus, NJ; OVERLAY This Jersey City, NJ; Paramus, NJ; Park Ave. Weehawken, NJ; SOLID COLOR EPOXY This Hoboken, NJ; The downtown Manhattan, NY; This Manhattan, NY; This public space in Newark, NJ","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 25}","{""x"": ""http://www.twitter.com/wix"", ""facebook"": ""http://www.facebook.com/wix"", ""instagram"": ""http://instagram.com/wix""}",True,True,Installers of epoxy floors New Jersey and New York,"Epoxy Plus Pro installs durable and decorative epoxy floors New Jersey and New York for garages, homes, and commercial spaces."
