name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description,logo_url
Epoxy Floor Solutions,http://epoxyfloorsolutions.com/,ChIJf_Iey0zQD4gRw_VkIYUrGPc,Chicago,IL,ok,(773) 756-3377,,commercial; concrete_polish; metallic_epoxy; polyaspartic; residential,Acid Floor Staining; Car Dealership Epoxy Floors; Concrete Sealing; Epoxy Floor Solutions's Latest Projects in the Chicago Area; Epoxy Flooring; Flowcrete Flooring Systems; Garage Floors; Industrial / Commercial Flooring; Industrial Epoxy Floors; Interior Epoxy Flooring; Metallic Epoxy Flooring; Metallic Epoxy Floors; More Epoxy Flooring Work; Pebble Stone Epoxy Floors; Polished Concrete Flooring; Polyaspartic Floors; Sealed Floors; Slip Resistant Flooring,"Aurora, IL; Bolingbrook, IL; Chicago, IL; Elk Grove Village, IL; Floor Solutions in Chicago, IL; Flooring Services in Chicago, IL; Katrina P. in Lake Forest, IL; Milwaukee, WI; Service Areas Chicago, IL; Sitemap Service Areas Chicago, IL; W Roosevelt Rd Chicago, IL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,True,"Epoxy Flooring | Epoxy Floor Solutions in Chicago, IL",Epoxy Floor Solutions is a Chicago epoxy flooring company that applys slip resistant and epoxy coatings to garage floors and more.,
American Floor Coatings,https://americanfloorcoatingsfl.com/,ChIJu29oen5XDogRFNLWG6UeqWw,Chicago,IL,ok,(630) 544-4803,,commercial; epoxy_flake; metallic_epoxy; residential,American Floor Coatings; Commercial Epoxy; Garage Epoxy; Residential Epoxy,"Aurora, IL; Floor Coatings Naperville, IL; Naperville, IL; St. Charles or Aurora, IL","{""licensed"": false, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""http://www.facebook.com/American-Floor-Coatings-159437988666""}",False,False,"Epoxy Services | Garage Floor Epoxy Service & Commercial Epoxy Flooring Service in Naperville, St. Charles & Aurora, IL | American Floor Coatings",American Floor Coatings offers comprehensive epoxy flooring services for residential & commercial customers. Call 630-544-4803 today!,https://americanfloorcoatingsfl.com/files/2022/01/logo.png
Encore Concrete Coatings,http://www.encoreconcretecoatings.com/,ChIJt1SQrS4JD4gRLkm4YOd2otc,Chicago,IL,ok,(847) 428-7300,,epoxy_solid; polyaspartic; polyurea; pool_deck; residential,"Basement Flooring; Concrete Coatings That Protect and Beautify Your Home; Dog Kennel Floors; Epoxy floor coatings; Flexcore Polyurea Coating; Garage & Concrete Floor CoatingsChicago, IL; Locker Room Floors; One-Day Hassle FreeFloor Coatings; Parking Garage Floors; Patio & Outdoor Flooring; Polyaspartic floor coatings; Polyurea coatings; Pool Deck Flooring; Salon & Spa Floors; Showroom Floors; Solid Color Epoxy; Solid Color Polyurea; Urethane coatings","Concrete Floor Coatings Chicago, IL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/EncoreGarage/"", ""youtube"": ""https://studio.youtube.com/channel/UCWmUAjpklVkE7hoFb5sGL-g/videos/upload?filter=%5B%5D&sort=%7B%22columnType%22%3A%22date%22%2C%22sortOrder%22%3A%22DESCENDING%22%7D"", ""x"": ""https://twitter.com/encoregarage?lang=en""}",True,False,Garage & Concrete Floor Coatings Chicago IL | Epoxy & Polyaspartic Coatings,"Chicago's trusted concrete coating company. Garage floors, basements, patios & commercial floor coatings. Premium epoxy and polyaspartic systems with 1-day installation. Free quote.",https://encoreconcretecoatings.com/wp-content/uploads/2020/08/cropped-favicon-180x180.jpg
XPS Xpress Chicago,https://xtremepolishingsystems.com/pages/chicago-il,ChIJ5ad761_9DogRmMeDwyYAI6g,Chicago,IL,ok,(877) 958-5264; (779) 746-7977; (866) 858-7840; (045) 179-9977; (153) 946-8679; (604) 670-0632; (780) 800-7539; (587) 600-8962; (289) 276-8421; (720) 753-4068,info@shopxps.com,commercial; concrete_polish; epoxy_solid; metallic_epoxy; polyaspartic; polyurea; residential,"Coating Removal PCD'S; Commercial Epoxy & Concrete; Concrete Chemicals; Concrete Tooling; DIY Epoxy Resin; Epoxy Application Tools; Epoxy Coating Class; Epoxy Color Pigments; Epoxy Cove Base; Epoxy Floor Coatings; Epoxy Training Canada; Epoxy Training Class (UK); Flake & Quartz Epoxy Flooring; Floor Maintenance Guide; Floor Maintenance Pads; Floor Removal Machines; Floor Scrubber Machines; Flooring Equipment; Flooring Supplies; Glitter Epoxy; Join Epoxy Network; Liquid Solid Epoxy Colors; Metallic Epoxy Colors; Metallic Epoxy Flooring; Polished Concrete Class; Pre-Mixed Quartz Coatings; Protective Coatings; Resinous Coatings & Supplies; SAVE ON MACHINES, CONCRETE & EPOXY FLOOR COATINGS!; Solid Color Epoxy Flooring","Amarillo, TX; Atlanta, GA; Chantilly, VA; Chicago, IL; Dallas, TX; Daytona Beach, FL; El Paso, TX; Epoxy Flooring in Chicago, IL; Florida Pompano Beach, FL; Ft. Myers, FL; Garage Floors Chicago, IL; Garfield, NJ; Greenville, SC; Jacksonville, FL; Long Island, NY; Lubbock, TX; Marcy, NY; Miami, FL; Naples, FL; Next Greater Philadelphia, PA; Next North East Tidewater, VA; Next South East Charleston, SC; Orlando, FL; Our Flooring in Chicago, IL; Pottsville, PA; Previous Next Houston, TX; Previous Next Pensacola, FL; Previous Next Port St. Lucie, FL; Previous Next Texas Austin, TX; Previous Next Westchester, NY; San Antonio, TX; Sarasota, FL; Shipping to AK, HI; Shop Flooring Companies Chicago, IL; South Houston, TX; Tampa, FL; Washington, DC; West Chicago, IL; XPS Chicago, IL; XPS Xpress Flooring in Chicago, IL","{""licensed"": true, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": true, ""years_in_business"": null}","{""instagram"": ""https://instagram.com/xtremepolishingsystems"", ""facebook"": ""https://www.facebook.com/xtremepolishingsystems"", ""x"": ""https://twitter.com/xtremepolishing"", ""youtube"": ""https://www.youtube.com/xtremepolishingsystems"", ""tiktok"": ""https://www.tiktok.com/@xtremepolishingsystems"", ""linkedin"": ""https://www.linkedin.com/company/xtreme-polishing-systems""}",False,True,"Epoxy Flooring Chicago Store | XPS Chicago, IL","Explore top epoxy flooring Chicago services, including epoxy floor Chicago installations and premium epoxy Chicago solutions for lasting results.",
TORQ Coatings,https://www.torqcoatings.com/,ChIJwaeHpwenD6sRtMlejkNTUp0,Chicago,IL,ok,(630) 473-4116; (630) 474-4116,,polyaspartic; polyurea; pool_deck; residential,Basement Floor Coatings; Garage Floor Coatings; Outdoor Coatings,"C Chris W. Naperville, IL; CONSEQUENTIAL, OR; D David M Tinley Park, IL; DATA, OR; J Jennifer L. Lombard, IL; J John R. Racine, WI; Lombard, IL; M Mark R. Burr Ridge, IL; MMS messages, AI; PUNITIVE DAMAGES, OR; We install durable, UV","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 18}","{""facebook"": ""https://www.facebook.com/profile.php?id=61584569649547"", ""linkedin"": ""https://www.linkedin.com/company/torqcoatings"", ""instagram"": ""https://www.instagram.com/torqcoatings/"", ""youtube"": ""https://www.youtube.com/@TorqCoatings"", ""tiktok"": ""https://www.tiktok.com/@torqfloorcoatings""}",True,True,Home - TORQ Coatings,"Transform your concrete with TORQ's high-performance coatings. Enjoy a one-day installation of durable, UV-stable floors that last.",https://torqcoatings.com/wp-content/uploads/2025/11/Torq-Logo-Files_Combo-Logo-Light-Background-1.png
Industrious Garage LLC,http://www.industrious-garage.com/,ChIJd11VxkKxD4gR475F7mZWi90,Chicago,IL,ok,(847) 621-2382; (630) 402-9900,,concrete_polish; concrete_repair; polyaspartic; polyurea; residential,A Versatile Flooring Solution; Discover the Advantages of Choosing Polyaspartic; Floor Coating Installation Throughout Chicagoland; Floor Coatings; Low-VOC Polyaspartic Available; Metallic Coating; POLYASPARTIC FLOOR COATINGS; Polished Concrete; Stronger Than Epoxy & Polyurea; Superior Floor Coating Solutions,"Downers Grove, IL; Elburn, IL; Hitchcock Ave Downers Grove, IL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/industriousgarage"", ""instagram"": ""https://www.instagram.com/industrious_garage/"", ""tiktok"": ""https://www.tiktok.com/@industriousgarage""}",True,True,Garage Floor Coatings Elk Grove Village | Concrete Coatings,"Industrious Garage provides durable garage floor coatings and organization systems in Elk Grove Village. Stylish, functional, and built to last.",https://industrious-garage.com/site/wp-content/uploads/2025/05/logo.png
GarageExperts of Chicagoland,https://www.garageexperts.com/chicagoland/,ChIJWUqv27VTDogRmmCBsIHL_gs,Chicago,IL,ok,(630) 931-0699; (949) 647-4377; (916) 507-0738; (559) 540-8468; (479) 777-7991; (520) 866-0066; (907) 341-3024; (256) 673-4433; (888) 393-3527; (608) 802-8115,,commercial; polyaspartic; residential,Commercial & Industrial Epoxy Flooring; Epoxy & Polyaspartic Flooring; Flooring Colors; Residential Epoxy Flooring,"Atlanta Coming Soon Kennesaw, GA; Bolingbrook, IL; Central Illinois Peoria, IL; Chicagoland Carol Stream, IL; Clearwater, FL; Clovis, CA; Colchester Colchester, CT; Dubuque Dubuque, IA; East Orlando Oviedo, FL; Elburn, IL; Evansville Evansville, IN; Fort Lauderdale Fort Lauderdale, FL; Fort Wayne Fort Wayne, IN; Freeport, FL; GarageExperts of Augusta Evans, GA; GarageExperts of Boise Kuna, ID; GarageExperts of Miami Miami, FL; GarageExperts of Tucson Tucson, AZ; Hilton Head Bluffton, SC; Jacksonville Jacksonville, FL; Kansas City Riverside, MO; Lakeland Lakeland, FL; Melbourne, FL; Naperville, IL; North Alabama New Market, AL; North Atlanta Gainesville, GA; North Georgia Morganton, GA; Northeast Sacramento Sacramento, CA; Northwest Arkansas Springdale, AR; Orange County Santa Ana, CA; Sarasota Venice, FL; Solutions in Naperville, IL; South Central Alaska Chugiak, AK; Southern Illinois Edwardsville, IL; Springs Colorado Springs, CO; The Front Range Denver, CO; The Rocky Mountains Loveland, CO; Treasure Coast Palm City, FL; Volusia Sanford, FL; West Indiana Merrillville, IN","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 4}","{""facebook"": ""https://www.facebook.com/GarageExperts"", ""instagram"": ""https://www.instagram.com/garageexperts_official/""}",True,True,Naperville Garage Floor Coatings & Storage | GarageExperts®,Looking for durable and long-lasting epoxy and polyaspartic flooring? Look no further than GarageExperts® of Chicagoland! Call to request a free estimate.,https://www.garageexperts.com/images/brand/logo.png.2603301425208.webp
Garage Flooring Experts,https://garagesolver.com/,ChIJ8ePPxC0JD4gRWf280O6_3Ro,Chicago,IL,ok,(847) 426-5002,,commercial; metallic_epoxy; residential,Commercial Flooring; Concrete RX; EPOXY FLOORING FROM $799; Epoxy Aprons; Epoxy Flooring; Epoxy Flooring Gallery; Flooring Colors & Swatches; Metallic Flooring; Metallic Flooring Gallery; Residential Flooring; Try Our New Online Floor Simulator,"Suite L East Dundee, IL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 30}",{},True,False,Garage Flooring Experts | Epoxy Flooring | Metallic Flooring,,https://garagesolver.com/wp-content/uploads/2023/12/garage-300x191-1.png
Matrix Coating Solutions,http://www.matrixcoating.com/index.php,ChIJXwMS2lT-DogR_8lIV8wAZyE,Chicago,IL,ok,(630) 293-7338,,metallic_epoxy; residential,Commercial & Industrial Floor Resurfacing; Contact Matrix Coating Solutions; Matrix Coating Contact Form; Matrix Coating Partners; Matrix Coating SolutionsSchedule A Free Consultation Today!; Residential Floor Resurfacing,"Suite A West Chicago, IL; West Chicago, IL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/MatrixCoatingSolutions.inc/"", ""x"": ""https://twitter.com/Matrix_Coating""}",True,True,Concrete Resurfacing - Chicago IL - Matrix Coating Solutions,"Flooring selection / installations can be complex, multi-faceted process. Simplify and standardize with every stage of your flooring project.",
American Garage Floor Systems,http://www.agschicago.com/,ChIJa_i494gKD4gR3cCCRH3z1bk,Chicago,IL,ok,(847) 382-3567,,commercial; polyaspartic; pool_deck; residential,Floors; Thank you for stopping byAmerican Garage Floor Systems.,"North Dato Lane Wauconda, IL; North Dato Ln. Wauconda, IL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/agschicago"", ""youtube"": ""https://www.youtube.com/user/1dayfloor""}",True,True,American Garage Floors | 1 Day Floors | Wauconda IL | 847-382-3567,"American Garage Floor Systems offers polyaspartic, and epoxy floor coatings for your garage or basement. Give us a call 847-382-3567 to setup consultation!",https://agschicago.com/wp-content/uploads/2017/10/AGS_logo.png
Concrete Hero - Leveling & Coatings,https://theconcretehero.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJLdRmZ6riDogRURMthtOQk-E,Chicago,IL,ok,(630) 940-2805,,concrete_repair; polyaspartic; pool_deck; residential,"3 Problems With Mudjacking Concrete in Illinois; 40 years of Concrete Experience; Are epoxy floor colors customizable?; Are you able to repair cracks in concrete?; Arlington Heights Concrete Lifitng & Leveling; Aurora Concrete Lifitng & Leveling; Average Cost to Raise and Level Concrete; Bartlett Concrete Lifitng & Leveling; Basement Coatings; Batavia Concrete Lifitng & Leveling; COATINGS & SEALING; CONCRETE COATINGS; CONCRETE LIFTING; CONCRETE LIFTING & LEVELING; CONCRETE SEALING; Commercial & HOA Concrete Lifting; Concrete Coatings Elgin Project; Concrete Hero  - Concrete Leveling & Coatings FAQs; Concrete Hero – Concrete Leveling & Coatings; Concrete Hero – Concrete Leveling & Coatingsto The Rescue!; Concrete Lifting & Coating Case Studies; Concrete Lifting & Leveling with PolyLift; Concrete Sealing; Do you offer concrete lifting near me?; Does concrete leveling work for most customers?; Downers Grove Concrete Lifitng & Leveling; Elgin Concrete Lifitng & Leveling; Featured Chicagoland Concrete Rescues; Garage Floor Coating Install for St Charles Family; Garage Floor Coatings; Garage Floor Coatings in Aurora, IL; Garage Floor Coatings in Geneva, IL; Garage Floor Coatings in Naperville, IL; Garage Floor Coatings in St. Charles, IL; Geneva Concrete Lifitng & Leveling; Get Your Free Concrete Repair & Estimate Today!; Glen Ellyn Concrete Lifitng & Leveling; How Much Does It Cost To Epoxy a Garage Floor; How long does an epoxy coating take to dry?; How long does the concrete lifting process take?; How much does concrete leveling and concrete lifting cost?; How much does it cost to epoxy a garage floor?; IL'S TOP-RATED CONCRETE LIFTING  & COATINGS SERVICES; If I have my concrete leveled, how long will it last?; Is it possible to level concrete with polyurethane foam?; Let us be your CONCRETE HERO; Naperville Concrete Lifitng & Leveling; Our Chicago Area Concrete Contractor Location; Palatine Concrete Lifitng & Leveling; Patio Coatings; Ready to rescue your concrete?  Lets get started today!; Should I get epoxy floors for my garage?; St Charles Concrete Lifitng & Leveling; Thousands of Happy Concrete Repair Customers; What are the benefits of an epoxy garage floor?; What is concrete sealing?; What types of concrete do you lift and level?; What’s the concrete lifting process like?; Wheaton Concrete Lifitng & Leveling; Why Hire Concrete Hero - Concrete Leveling & Coatings?","Dupage, NW; Floor Coatings in Naperville, IL; Floor Coatings in St. Charles, IL; Garage Floor Coatings in Aurora, IL; Garage Floor Coatings in Geneva, IL; Howard St. St. Charles, IL; Howard Street St. Charles, IL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 40}","{""facebook"": ""https://www.facebook.com/Catalano-Concrete-Construction-156834511015722/"", ""youtube"": ""https://www.youtube.com/@concretehero7281/videos""}",False,True,"IL Concrete Lifting, Leveling & Coatings - Concrete Hero","Hire IL's most trusted and highly rated concrete lifting, leveling and coatings contractor. We specialize in extending the life of your concrete by offering the most advanced methods for restoring and protecting your concrete driveway, patios, garage floor and walkways. Serving Kane, Dupage and NW C",https://www.theconcretehero.com/wp-content/uploads/2018/08/ch_logo@4x-png.webp
TSR Concrete Coatings,https://www.tsrconcretecoatings.com/,ChIJi1sv1_eND4gRjNRAobk7b5U,Chicago,IL,ok,(815) 466-5236,,commercial; concrete_repair; polyaspartic; polyurea; pool_deck; residential,About TSR Concrete Coatings; Polyurea vs. Epoxy Concrete Coatings; Ready to Transform Your Concrete?,"Ave Rock Island, IL; Bloomington, IL; Careers Locations Freeport, IL; Cedar Rapids, IA; Charlotte, NC; Dominic St Sioux Falls, SD; E. Stephenson St. Freeport, IL; Electric Rd. Bloomington, IL; Freeport, IL; Greendale, WI; Keller Dr. Park City, IL; Lake Geneva, WI; Lena, IL; Madison, WI; Marshall Dr Kansas City, MO; Menomonee Falls, WI; Orion Dr NE Suite B Tacoma, WA; Robins Rd. Cedar Rapids, IA; Rochelle, IL; Rock Island, IL; SE Enterprise Dr Des Moines, IA; St Omaha, NE; TSR Concrete Coatings Hiawatha, IA; Thank You to Ryan, JT; Tulsa, OK; Tumwater, WA; Unit B Aurora, IL; WAS AN EXCELLENT SALESMAN, HE; Wanda Rd. St. Louis, MO; Watson Ave. Madison, WI; Yorkville, IL","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 40}","{""facebook"": ""https://www.facebook.com/TSRconcretecoatings"", ""instagram"": ""https://www.instagram.com/tsrconcretecoatings/"", ""youtube"": ""https://www.youtube.com/@tsrconcretecoatings7802""}",True,True,#1 Concrete Floor Coating Company in the Nation | TSR Concrete Coatings,"Upgrade your space with durable, stylish concrete floor coatings from TSR. Installed in one day! Perfect for garages, patios, basements and more. Get your free quote now!","https://cdn.revampdev.com/cdn-cgi/image/format=auto,quality=85,metadata=none/brands/tsr/logo.png"
